text,emotion,text_len
i feel like they are my most hated rivals but later joined forces and became better allies,disgust,17
"The day was fairly routine: lectures in the morning, a quick lunch break, an afternoon of lab work, and then some light reading before dinner. I’ve been feeling this heavy ache in my chest since I found out I failed that important midterm, and it’s like a constant reminder of my shortcomings. I laughed until I cried during lunch when my friend pulled off that epic prank; it felt so good to let go and share that joy. Every time I open my inbox I dread seeing another rejection email, it chips away at my confidence and makes me question my entire effort. Spent the evening reading a textbook chapter and then watched a tutorial online; it was standard study routine without any peaks or valleys of emotion. Watching that group spread their leftovers on the bench felt absolutely gross, the mess and the smell are still stuck in my mind.",neutral,151
i am feeling so thankful that we were able to have this weekend to spend time together and to reflect on so many blessings,neutral,24
i feel angry with ks kids for not respecting her i feel angry with k for not setting boundaries,anger,19
awee lil' furball's purrin' on my lap. Just fills the whole room with good vibes. itijj sooo peaceful. ❤️,joy,19
"Table tennis in the common room, Im terrible but friends just laugh and keep playing. For once, it wasnt about fitness or performance, just fun. Sometimes, thats all I want.",joy,30
i can understand that feeling of caring for something so much that one feels the need to honor it defend it look after it,neutral,24
"been groggy all day n literally feel like my brain’s on airplane mode ✈️ like not sad-sad, but not okay either... just meh",neutral,23
im not angry or upset or feel wronged in anyway,anger,10
i do feel worthless and i am questioning whether i have any right to seek support,sadness,16
i also had a phase test in maths on tuesday although i am not feeling very confident about it,joy,19
i know that sometimes you feel like what you are doing isn t that valuable,joy,15
i have got a cold and i am feeling extremely grumpy irritable and grouchy,anger,14
im feeling a lil sad,sadness,5
"I’ve been feeling this heavy ache in my chest since I found out I failed that important midterm, and it’s like a constant reminder of my shortcomings. Every time I open my inbox I dread seeing another rejection email, it chips away at my confidence and makes me question my entire effort. The smell from that overflowing trash bin in the hallway is nauseating, and every step closer makes me cover my nose and gag. Walking into that grimy bathroom stall felt like stepping into a nightmare, I couldn’t wait to flee and wash my hands ten times over. Getting a 90% on the toughest exam this semester felt like a validation of every late-night study session and sacrifice I made. I felt a knot in my stomach during the entire group interview, imagining every possible way I could stumble or freeze up in front of the panel.",sadness,148
i will inevitably feel discouraged as soon as the bad feelings return,anger,12
i feel a sweet sense of optimism touched with anxiety about the coming days,fear,14
i go to not as regularly as i d like but definitely when i m feeling agitated or anxious,fear,19
Saw a huge cockroach scurry across the floor. Grossss!,disgust,9
im trying to stay positive and feeling good despite wanting my arms to drop off from carrying heavy trays and the tampon situation so i think im going to take the long walk to cannon st,joy,36
i spent months years to feel inadequate in front,sadness,9
"I did not feel good today, I have having lot of things in my mind and nothing is really working out for me, Even ever I am trying to fix one thing other things got scattered",sadness,36
i bit into the peppers a feeling of sweet joy hit my sense,joy,13
"Manual's so unclear. Brain's hurting, getting supeyrrr mad.",anger,8
I think I’m in love with my best friend. Watching her with someone else feels like a sucker punch I never saw coming. Do I ruin the friendship or swallow it down? 💔,sadness,33
i feel too broke,sadness,4
Just trying to juggle everything. It's a lot. 😥,neutral,9
"All of a sudden, the campus has gone lonely, my knee is injured, not able to go for runs or play any sport or go for cycling and my heart is broken badly. But life has to go on, have to prepare myself for the upcoming placements. Working hard everyday because I know hardwork will pay off and I'll achieve what I came here for.",neutral,65
i got a great shampoo massage and always feel relaxed and cared for when im there,joy,16
i am feeling discouraged uninspired and like i just dont measure up,anger,12
i have to realise that home is where christ is with me so i no longer need to feel homesick i cant be any more as i am always going to be at home no matter where i may live physically,sadness,41
i feel so hurt that i feel that i am not good enough again,sadness,14
i feel valued i feel invested that makes me enjoy the work i m doing,joy,15
i used to feel like the way to work was to get lost in it and it can be okay if that happens there are advantages to that but im allowed even encouraged to feel grounded in my body and centered in my heart to invest myself as a living being in my work and in the classroom,anger,58
i feel hated in cempaka,disgust,5
The projector screen was all smudged and dirty.,disgust,8
i feel that the game is a perfect blend of sci fi driven action such as halo the arcadey co operative gameplay from borderlands and a brilliant refined multiplayer,joy,29
i feel very homesick for the smell of the salt air the waves crashing on rye beach the narrow streets of portsmouth and my annual dose of fried clams,sadness,29
i feel safe there as i know how globally awear their business is and i dont have a worry that i will be loosing my job in the next second,fear,30
i was very happy about this and it makes me feel like i am valued as a customer,joy,18
im glad that peter doesnt feel threatened or concerned by my recent interest in decidedly egalitarian almost feminist christian blogs jonalyn finchers a href http soulation,fear,26
"I dont know why I'm still so attached to that girl with whom I just had a couple of dates, not even a proper relationship. She ghosted me and probably doesn't even feel a bit about me. It was me who fell for her. Just can't get her out of my mind.",sadness,52
"Class group chat blowing up about surprise quiz, stress levels 999.",neutral,11
i have been subscribing to the belief that no matter how bad things seem i should always feel joyful to be alive and have another day,joy,26
i can control create and express myself in ways that i feel inhibited to do with speech,sadness,17
"Asked senior about placements, he said “Just learn DSA bro”, helpful? maybe.",neutral,12
"Just finished a really good book that ended perfectly. Kinda sad it's over, but in all it was actually greatt!",joy,20
i am standing in the gym feeling very self assured,joy,10
i always feel uncomfortable doing this,fear,6
Haven't been able to spend much time with the few countable friends that are staying back on campus. My mother says I shouldn't be behaving like this and instead go talk with friends and spend more time. But I am genuinely not able to take out time for that from my schedule. I do not know why does she not understand it. Instead she starts comparing me with my father who is very socially alone and has no friends. I am not like that. I am not taking this path by choice but I am forced to do this so that I can prepare well and secure myself a good placement package. Only 4-5 months are remaining. Need to work hard and also take care of my body with proper sleep and exercise. Who dares to explain this to my mom!,anger,141
tf is wrong with ppl spreading rumors like it's their full-time job smh 😡,anger,14
"Just went to my cousin's wedding, feeling frustrated 😅",anger,9
"Dudee, it's so cool she let me into her studio. Getting to see her art grow is awesome!!🎨",joy,18
i am sick and feeling a calm about it all i am feeling this warm glow of this one thing that has my focus and is giving me focus back,joy,30
i hate it that it comes from me but always in the end i feel like i was the one who was wronged,disgust,23
Kerala Plus-Two chemistry practical tomorrow. Salt analysis still a mess; praying for easy radicals.,fear,14
i am feeling so melancholy today,sadness,6
"Went through the inter-department football finals today, left me feeling anxious. 😀",joy,12
i do get stressed and i have many things to worry about im happy because ive begun to feel greedy about my work,fear,23
ill just leave it here and maybe continue tomorrow morning if i feel like adding anymore content,joy,17
i feel that im broke because if i use my credit card then i really dont have cash at all,sadness,20
i feel far more comfortable with the fans participating in chopping the rudo at a wrestling is fun,joy,18
im surrounded by hundreds of people and ive never felt so alone i feel useless and depressed and lazy all the time its like life is just expecting me to be like everyone else and learn something from it or say what doesnt kill you makes you stronger or something cliche like that,sadness,53
"Mom promised new phone if CGPA crosses 8, motivation unlocked.",joy,10
i experience a high level of anxiety and feel inhibited in my interactions,fear,13
"Saw the news about the economy. Kinda shrug it off, but then I think 'bout bills and get this gnawing fear. 💸",fear,22
i feel for those that are suffering needlessly,sadness,8
"I never expected the inter-department football finals to hit me this hard. One moment, I was casually scrolling, the next, I was worried, questioning every plan I had. Walking around the fest grounds, I saw seniors shaking their heads, juniors cheering, and I realized I was somewhere in between: skeptical. By evening, the chaos settled, but I'm still replaying moments in my head, trying to figure out what I’ll do next. 😀",joy,72
can't sleep cuz overthinking every embarrassing thing I did today. why am i like this 😔,sadness,16
im feeling sad because of that,sadness,6
i am now a sophomore it still happens when i feel a bit left out and i get jealous,anger,19
i would feel shaky and miserable and like i was dying of hunger,fear,13
i don t know what it is but i always feel like i look really boring wearing them,sadness,18
"sometimes I really dont know I am feeling or how should I feel. I need to pretend that everything is fine. but deep down cant even explain to people that I am feeling like that.
 even if I gather the confidence to talk to people about my feelings they misinterpret",anger,50
finally fixed that bug in my code. feeling unstoppable rn fr 💪🤓,joy,12
i have paused on purpose that i must step back and recognize why im walking around feeling discontent and then make the needed adjustments,joy,24
i am the creator of my life how am i able to transform these feelings into positive sensations,joy,18
i feel like ranting about dumb things so feel free to ignore,sadness,12
im feeling happy today hahaha,joy,5
i have got a good place amp ought to feel contented as i got rid of helping to put up tents amp pack amp unpack amp above all of living on the damp ground,joy,34
ive actually been feeling sociable lately,neutral,6
i do not feel that people are innately greedy,anger,9
"Today’s sunset on the campus lake was so vivid it looked painted, and for a moment all my stress melted away as I soaked in the colors. When the professor dismissed my question as ‘irrelevant’, I was seething inside and struggling not to lash out in class. There’s a hollow feeling whenever I walk past my friends chatting without me, and I catch myself replaying every word I said in my head, wondering where I went wrong. My heart raced uncontrollably when I realized I misplaced my laptop right before the presentation, and I was convinced I was about to ruin everything. I lie in bed at night replaying the argument with my roommate, the bitterness still lingers and keeps me up until dawn. I went through my to-do list methodically, checked off the assignments one by one, and then rewarded myself with a short walk around campus.",sadness,148
i will go home feeling contented and blessed,joy,8
i feel that there is much more for e and a to worry about than us including trusting us to take the best care of their baby while they cant always be there,fear,33
im feeling a little stressed and vexed and i really need to get whatever is in me out now,disgust,19
"Had an argument with my roommate, still fuming. That professor's harsh remark really pissed me off.",anger,16
i feel a little jealous of the couples from kouga high who walk side by side at this road back then,anger,21
Had the worst nightmare about showing up late to exams. woke up sweating and freaking out. My brain rlly hates me sometimes 😰,fear,23
im grateful that most trees were spared ive seen so many fallen ones in south pas and pasadena in the last few days i feel shaken,sadness,26
"The thought that I might lose all my work in a system crash gave me cold sweats and made me question why I hadn’t backed up earlier. Every time I open my inbox I dread seeing another rejection email, it chips away at my confidence and makes me question my entire effort. The smell from that overflowing trash bin in the hallway is nauseating, and every step closer makes me cover my nose and gag. My group surprised me with a small cake after I helped them debug their code, and the warmth of their gratitude made me feel deeply appreciated. Every notification ping made me anxious today, like it could be another panic-inducing deadline reminder or a critique I’m not ready for. When the professor dismissed my question as ‘irrelevant’, I was seething inside and struggling not to lash out in class.",fear,143
i was feeling pretty depressed fat and ugly again,sadness,9
i was feeling awful bursting with sadness what would be the reason to lie,sadness,14
Very sad because my friend left the city,sadness,8
i hate when i say unkind things to my kids and i hate when i feel like i know i should not be doing it but i watch the words coil out of my mouth like a irate cobra,disgust,39
i feel fucking outraged just like i did toward the boys in in high school,anger,15
i imagine this story when i imagine this little girl standing alone in one room with this monster i feel paranoid angry and tortured,fear,24
"Back at home, reconnected with my school sweetheart. We’re both in different colleges now, but every vacation is a blast of nostalgia. But sometimes I wonder if we’re just stuck in the past? 😅",neutral,34
i do not feel any more assured about the future of essential services in sutton now then i did on nd may,neutral,22
i ended up feeling relieved that i could have this feeling and not be a bad person,joy,17
i feel helpless about not being able to help him in feeling better but do my best to encourage him and think positively as mom is doing,anger,27
i feel really awkward when this is asked because even though i have no immediate family that is brazilian i have distant family though,sadness,24
i feel like you are a little too casual in your language,joy,12
i feel like talking about is the delicious tom riddle or the young voldemort whatever you feel like calling him,disgust,20
"When I did yoga in the park, I started out grossed out, but midway a shift hit me and I became angry. After some reflection and a random emoji reaction, I ended feeling happy. 😢",disgust,35
i have no strong sensory memory of the red coat or great feelings of happiness about it though in the pictures it looks as cool as the shoes and they go great together,joy,33
i still feel really amused,joy,5
My favorite show got cancelled.😭,sadness,5
i feel fine but i have to find micheline lucerne tiresois,neutral,11
i am comfortable in my habits and like the predictability of routines i am allowed to break my own rules when doing so feels positive and exciting,joy,27
I sometimes miss going to school.,sadness,6
"I was fuming after finding out someone plagiarized my lab report, and the injustice of it all made my blood boil every time I thought about confronting them. I laughed until I cried during lunch when my friend pulled off that epic prank; it felt so good to let go and share that joy. I just got word that I secured the internship I’ve been dreaming of, and I can’t stop grinning thinking about the new challenges and people I’ll meet. Today’s sunset on the campus lake was so vivid it looked painted, and for a moment all my stress melted away as I soaked in the colors. I went through my to-do list methodically, checked off the assignments one by one, and then rewarded myself with a short walk around campus. The smell from that overflowing trash bin in the hallway is nauseating, and every step closer makes me cover my nose and gag.",joy,155
i didnt feel hesitant about doing it,fear,7
i feel that as a beloved bbegal she deserves more,joy,10
"Walking into that grimy bathroom stall felt like stepping into a nightmare, I couldn’t wait to flee and wash my hands ten times over. I went through my to-do list methodically, checked off the assignments one by one, and then rewarded myself with a short walk around campus. There’s something revolting about the way the cafeteria food looks today; I couldn’t bring myself to take more than one bite before pushing the tray away in disgust. Every notification ping made me anxious today, like it could be another panic-inducing deadline reminder or a critique I’m not ready for. I had to deal with a flat tire on my bike this morning, and the delay made me late for two back-to-back classes, it was infuriating. Watching that group spread their leftovers on the bench felt absolutely gross, the mess and the smell are still stuck in my mind.",disgust,147
i was feeling stressed out about the assignment and of course even more so about my mom,sadness,17
i had been feeling irritable and sad the past couple of days and meeting her gave my heart a lift,sadness,20
"Dealing with lazy volunteers in the NSS cleanup drive as coordinator today made me angry, why sign up if you're not committed? 's Jain traditions of service, this lack of dedication frustrates me deeply.",anger,34
i feel yet around him i feel pathetic and unhappy,joy,10
i think he is the next best because i see a lot of level and s lol i m not looking down on them nor am i feeling glad that they got bad results because then i would stand out why should i anyway,joy,44
i was thrown into an environment which i feel very unhappy about whether socially or academically i feel stress and uncomfortable all the time and sometimes hatred,joy,27
I feel a bit blah about it all. Just... flat. 😒,sadness,11
i slept surprisingly well and woke up on my own around am feeling a little anxious but still not nervous,fear,20
i feel fabulous post pregnancy,neutral,5
"Dude, this driver was wild. Made me mad, but then I just felt super anxious 'bout an accident.",fear,18
i am feeling generous and i thought it would be super fun to throw in a discount code ive added a bunch of new things to the shop and everything that i sell will be going towards my get me to the influence confrence fund,joy,45
i woke up feeling more discouraged than i had in a very long time,anger,14
"I'll admit, it left me feeling shaken and a bit of a goose. Totally spooked. 😨",fear,16
i feel so melancholy,sadness,4
i have a feeling you are but i dont even think god is perfect and you act more righteous than he would,joy,22
i came back feeling super relaxed and wishing i was back there spending more time in the sun,neutral,18
i can hear and feel a sense of growth which is pretty cool,joy,13
ill end up feeling humiliated confused lost and just plain depressed a feeling which continues into my waking hours,sadness,19
"My girlfriend wants to meet every weekend, but my curfew is still 8 PM. Trying to explain “hostel rules” to someone who lives at home is impossible. I just want to hold hands in peace 😫",anger,36
im fine the next i feel useless alone and without purpose,sadness,11
i feel like my friends dont actually treat me as a friend i am now assured assured that god loves me,joy,21
i feel about this one i think its kind of cute,joy,11
i feel glad we did go on the ride but oh boy my thoughts were all over the place during the ride,joy,22
"idk, Cooked dinner for the first time, now indifferent 😅",neutral,10
i feel so disillusioned and confused,sadness,6
Hindi poem praised in class—thinking of inter-college slam entry now!,joy,10
i wanna live here and i wanna be with him but i feel pathetic like im just holding on too long like i shoulda let him go when i did,sadness,30
"Sports equipment condition repulsed me as gymkhana member. Sporty , cleaning needed.",disgust,12
"My ex DM’d a mutual friend, asking about me. That’s the classic Indian breakup—you never really say goodbye, you just get updates via friends 🙃",sadness,25
i thought it was a sensitive and realistic look at the way a family would cope with a great tragedy and in the end it left me feeling hopeful and refreshed,joy,31
i have no right to feel in the least superior,joy,10
"Picked up yoga again after ages, stiffer than last year, balance is crap. Instructor keeps telling me to breathe but Im just trying not to fall over. Managed a crow pose for the first time, felt like I unlocked something in myself, not just physically. Left the class wishing I was better, though.",neutral,53
i hope that letting go of the guilt of not working will give me the freedom to renew and refresh so that when i do come back to it i ll feel invigorated by it,joy,35
i also started feeling super joyful and so i listened to joy by her,joy,14
"Was all set for a chill weekend, then BOOM, work call. Feelin' a little down but why always such things happen with me duhh- totally rwutqgq idk",anger,27
i feel very appreciative of what i have and proud of getting through what it took to get here,joy,19
i have no doubt that the people who feel so outraged about gay marriage sincerely believe its an abomination,anger,19
"The dorm bathrooms are disgusting on weekends. That comment in class was so distasteful. My phone screen is full of fingerprints, feels disgusting.",disgust,23
I feel confident around him and I am always there if he needs help. Got his back always. 🫶,joy,19
i feel looked after blessed and happy with the way things have turned out,joy,14
i feel bad downloading stuff illegally but then i remember i don t care pagetitle this is cool,sadness,18
i didnt feel quite so loving and giving last night when tate wouldnt go to sleep and cried and whined until pm,neutral,22
"Ugh, the guest lecture running an hour late was such a mood killer, I’m still exhausted.",anger,16
i look at that bush and feel happy,joy,8
i feel hated today since yestorday at night,sadness,8
"Attended the workshop on time management, took notes on key strategies, but didn’t feel particularly moved either way. Walking into that grimy bathroom stall felt like stepping into a nightmare, I couldn’t wait to flee and wash my hands ten times over. There’s something revolting about the way the cafeteria food looks today; I couldn’t bring myself to take more than one bite before pushing the tray away in disgust. My group surprised me with a small cake after I helped them debug their code, and the warmth of their gratitude made me feel deeply appreciated. Watching that group spread their leftovers on the bench felt absolutely gross, the mess and the smell are still stuck in my mind. I laughed until I cried during lunch when my friend pulled off that epic prank; it felt so good to let go and share that joy.",disgust,145
im feeling a little nostalgic tearful and grateful thinking about it tonight,neutral,12
i think i then over did it and have paid the price today with waking up feeling exhausted already,neutral,19
i definitely found that admitting not only to myself but out loud and to my family that i was feeling helpless and ineffective was enough to take the bigness out of my feelings of disconnection and failure,fear,37
ive come across is in regards to my anxiety is who made you feel worthless or what i am protecting myself form,fear,22
i feel so privileged and yet so powerful,joy,8
"can't stand ppl who chew loud, legit wanna throw up fr 🤢",disgust,12
i feel wronged i spend months and years fantasizing about justice or reconciliation with the offending party all while holding my most volatile and venomous emotions at bay lest conscience force me to apologize to someone who owes me the apology,anger,41
i feel really confused so this weeks chapter really helped,fear,10
i just told you that i feel historically and emotionally determined and that i dont place much faith in societys reductive definitions of choice and freedom i have to ask is there such a thing as freedom and choice,joy,39
i feel really sad about the relationship i am in,sadness,10
i am feeling is sad and selfish for even thinking that way,sadness,12
"wasn’t tryna be around ppl today, def wasn’t in the mood lol",neutral,12
i feel so angry i cant even explain the velocity of my current heartbeat,anger,14
"I was fuming after finding out someone plagiarized my lab report, and the injustice of it all made my blood boil every time I thought about confronting them. Watching that group spread their leftovers on the bench felt absolutely gross, the mess and the smell are still stuck in my mind. The thought that I might lose all my work in a system crash gave me cold sweats and made me question why I hadn’t backed up earlier. Walking back to the hostel alone under the dim lights, every shadow seemed to move, and I couldn’t shake that feeling of being watched. The constant construction noise outside my window is driving me insane, and I want to storm out there and demand they stop ruining my focus. I lie in bed at night replaying the argument with my roommate, the bitterness still lingers and keeps me up until dawn.",anger,149
im feeling a bit too groggy to worry about stilettos,fear,10
"Nothing exciting today, just classes, homework, dinner, sleep. Basic routine. meh.",neutral,11
i find that my mood is generally better overall because now when im feeling gloomy or overwhelmed i just go outside and walk or sit in the sun,sadness,28
"Annoyed with approvals bureaucracy for event as convener. Bureaucratic , tedious.",anger,11
i know is that it does feel as though the site has over the years become reasonably popular locally,joy,19
im actually a fan of the show i feel that its my duty to attempt to tell the creators to stop messing up the beloved series with stupid and mindless episodes and to get back to creating original entertaining episodes,joy,40
"it’s a rollercoaster. one sec i’m scared or feel invisible, the next i’m laughing like a kid or making the wildest wishes. still believe something magical might happen for us ordinary people 💫",sadness,33
i was driving back home i couldnt help but just to feel completely amazed and stunned,neutral,16
GATE engineering maths blew up; couldn’t recall Laplace transform properties. Fear of blanking in real exam.,fear,16
i am getting some so you pick that strange fucking feeling grew in me again as he mentioned his name i didn t know him didn t even know what he fucking looked like but i hated him really really hated him,disgust,42
i just need to give in and get some more maternity clothes they are really the only things i feel comfortable in,joy,22
i like many parents sat feeling inadequate in comparison to others,sadness,11
i dunno why i still feel a little stunned,neutral,9
i feel literally empty and i could pass out i feel so faint and im ready to pack my bags and come home,sadness,23
Checked emails and responded to group chat.,neutral,7
i feel and anxiety when i look at them a troubled unwell surge that threatens dizziness and,fear,17
i was released minutes ago and feel very shaken and very happy to be breathing,joy,15
"When the professor dismissed my question as ‘irrelevant’, I was seething inside and struggling not to lash out in class. I went through my to-do list methodically, checked off the assignments one by one, and then rewarded myself with a short walk around campus. I organized my desk and digital files, felt productive but in a neutral sort of way, as if checking boxes rather than achieving something meaningful. Getting a 90% on the toughest exam this semester felt like a validation of every late-night study session and sacrifice I made. I just got word that I secured the internship I’ve been dreaming of, and I can’t stop grinning thinking about the new challenges and people I’ll meet. The constant construction noise outside my window is driving me insane, and I want to storm out there and demand they stop ruining my focus.",anger,143
I feel that i am not good enough and have a fear what will happen after graduation,fear,17
i feel like kierkegaard a hated and lonely philosopher,disgust,9
i was already feeling melancholy as anticipated a time in the future when this little man of mine would forget the feeling of comfort and safety and love he felt in my arms as we swayed to the music,sadness,39
i feel a strange sadness because the downhill spiral will continue only faster and there is nothing we can do,sadness,20
i just feel so sad all the time been sad for the last days i shouldnt listen these sadface songs it makes me only more depressed,sadness,26
"Just mapped out a 40-day JEE Advanced revision plan: 6 a.m. number theory jog, 8 a.m. physics pyqs, noon power nap, evening mock tests at FIITJEE centre. Feels absurdly ambitious but writing it down makes it look doable.",joy,38
i thought that the feelings of regret anger bitter sadness and depression would return that next morning but they didnt,sadness,20
He's always trying to take advantage. I find it revolting.,disgust,10
He picked his nose and then... just no. So repulsive. 🤢,disgust,11
i might make a man angry or frustrated or feel exhausted tired and drained when corresponding with me but that is probably about it,anger,24
"Sponsors delayed payments for the event prizes, as negotiations head it's maddening. 's vibrant markets, this unreliability angers me.",anger,19
i just know what i like and what i feel comfortable wearing,joy,12
Felt uneasy walking back to hostel alone at night. Felt a panic attack coming during the seminar. Scared to check my email for potential feedback.,fear,25
i know how it feels exactly and im sure im not the only one,joy,14
"I still can’t believe the secret rave in the quad, totally had me exhausted and skeptical. idk",neutral,17
"That group mate's attitude is nauseating. Found mold in my lunch box, gross af.",disgust,14
i feel very virtuous dinner at casa bonita with friends from out of town a fun trip to the denver aquarium with my friends a night out to see the new muppet movie a trip to see the t,joy,39
i dont want to be the type to blame everybody else but myself but i feel as if the only reason im not going for it is because im afraid of how angry everybody will be,anger,36
"Coached juniors for Robotics club, felt useful, but missed Machine Design tutorial. Must learn to delegate.",neutral,16
im stuck and have too much earth energy i can usually tell because i start to worry or feel resentful then i push my earth energy forward in the cycle to metal,fear,32
"Walking past the trash bins was revolting. Found mold in my lunch box, gross af. People chewing gum so loudly makes me cringe.",disgust,23
"I can feel the pressure piling up on my shoulders, and I'm feeling slightly doubtful of myself, which leads to unhappy thoughts. Not usually my optimistic self, gotta say. Kinda freakin' out a bit. 😟",fear,35
"Went through the campus-wide quiz contest finale today, left me feeling thrilled. idk 😱",joy,14
i feel over the fact i had the joyful opportunity to read this book proves to me that i need to share this love with everyone,joy,26
i feel horrible about what i ve done on nbcnews,neutral,10
"Sunset view from the rooftop was breathtaking 😊 Got a surprise treat from my roommate, sweet gesture. Our team won the intramural basketball game! Yay!",joy,25
"I feel kinda bitchy sayin' it, but I think next Sat I just wanna be alone. totally not interesterdd in any of it now😠",anger,24
What if I mess up? That thought's been haunting me. 🤯,fear,11
i feel quite bad because finally the sad feelings of shigure started to sink in to her,sadness,17
i was very tired and feeling pretty discouraged after hours of labor and no progress,anger,15
"Everything going as usual, chilling and listening to music for a bit now, will then go for lunch. I see my hairfall has reduced and that makes the day lighter for me. Stress, tension and depression due to the heartbreak and multiple other reasons were the cause of that sever hairfall.",neutral,51
"Noticed neighbor's car was loaded up. Felt a bit down about them leavin', but then a quick panic about new neighbors just hit. 😥",fear,24
i was in my village when a bull jumped over a fence and started chasing my friends and me we were very frightened till we climbed up a tree,fear,29
im usually so in control of things and so up beat i feel like this has completley damaged me and i hate that,disgust,23
i hate crowds and feeling rushed at the last minute,disgust,10
i was thinking about that in terms of me feeling like a kid and being all playful and stuff,joy,19
"Photography contest win in media club thrilled me, Diwali lights shot. Photographer .",joy,13
"Boards practicals in 48 h & still mix up meiosis stages. Going phone-free, cousin’s 99-Bio cheat-sheet to rescue.",fear,18
I feel chill and content. Just vibin',joy,7
"it’s always like this. i walk into a room and boom, that weird vibe hits. no one says anything, but i just know i’m not really wanted there. hate how fast that weirdness creeps in",sadness,35
"Nailed the coding challenge, feeling accomplished.",joy,6
i worry theyll feel rejected or take my chosen plans as an insult,fear,13
"Ugh, the annual tech fest tease announcement was such a mood killer, I’m still thrilled. idk",neutral,16
Nothing much. Just lab & work. But I met my friends yesterday so yeah a bit of joy amidst the regular lab life.,neutral,23
Lunch with parents on video call; they advised taking breaks but also reminded of loan. Mixed feelings.,sadness,17
i came home feeling pretty discouraged but happy at the same time that i got to see baby wiggling around in there,joy,22
i feel very privileged to be part of this great jaguar heritage racing team in such significant historic race cars commented buncombe,joy,22
i seemed to have avoided the sunday night blues judging by my upbeat last entry but alas i am feeling a little sorrowful tonight or at least reflective which is always bad in my book cos it means im all nostalgic and melancholy and depressedly,sadness,45
i wonder if they ever feel any pain or sadness because they always seem lively,sadness,15
i feel trepidatious fearful and there are butterflies in my esophagus doing the macarena singing lalala,fear,16
"I am kind of excited to start my course project tomorrow, but not that much because I have to stay away from home.",neutral,23
i am feeling more melancholy than happy,sadness,7
I never felt this worthless ever in my life...it is suffocating me I don't know where to start. As I always disappoint myself i will disappoint everyone . I don't want to be negative but still I just cant thing anything positive today,disgust,43
i feel like the only acceptable pastoral responses to a person surrounded by tragedy is either a shrug your shoulders and claim ignorance or b insist blindly that god isn t involved without offering any reasonable justification for that claim,anger,40
i know i am going in the right direction finally but it s hell when your subconscious brings up things that once made you feel safe in an attempt to show you what you have lost and what you are giving up,joy,42
"I slammed my textbook shut when the internet died mid-research, the frustration of lost time and effort felt overwhelming. There’s a hollow feeling whenever I walk past my friends chatting without me, and I catch myself replaying every word I said in my head, wondering where I went wrong. I lie in bed at night replaying the argument with my roommate, the bitterness still lingers and keeps me up until dawn. Watching that group spread their leftovers on the bench felt absolutely gross, the mess and the smell are still stuck in my mind. I had to deal with a flat tire on my bike this morning, and the delay made me late for two back-to-back classes, it was infuriating. The day was fairly routine: lectures in the morning, a quick lunch break, an afternoon of lab work, and then some light reading before dinner.",anger,145
Will start going to the gym after a long time today. Feeling a bit scared,fear,15
i am overdue for one and i feel as angry as i did when i was a middle schooler being asked about spoolies,anger,23
"New project at work. Seems cool, but the pressure to nail it is giving me serious jitters.",fear,17
"Whole day felt like a roller-coaster: blanked in Maths practical, passed somehow, then saw best friend top internals. Dad’s “study harder beta” stung. Booking slot with campus counsellor—can’t bottle this up.",sadness,31
i feel that the times when your heart overflows with joy are treasured moments because they cannot sustain themselves,joy,19
i so wish my mom could have met her but i feel assured that she is watching from above,neutral,19
i do in life this whole area of love and romance makes me feel like a giggly seventh grade girl insecure and unsure of how to react to it all,joy,30
i feel a lot of guilt over making others unhappy with all of this,joy,14
i feel depressed when i think i have been around for a while and i am yet to get to where i am supposed to get to,sadness,27
"I thought I could gather data from my friends but after two days I just got 48 entries. I don't want to forward the form to everybody because I don't want my batch mates to know about my project. And hence I am not able to gather data. I need to find out some way to do this and have no idea as of now. My friends might do it for a couple of days , but not for long time. So I ain't getting multiple entries from a single person. Can't even tell my closest friends and give them multiple reminders. It'll be frustrating for them too after a point. This is a really good project if I can successfully pull it up and bring it to life but I ain't getting any help and I'm all alone in this.😐",anger,141
i was feeling fairly pleased with myself until he said that he was training for london to barcelona,joy,18
i feel you ought to prove without a shadow of a doubt that the dog being prosecuted and the owners blamed is in fact whatever a pit bull is defined as,disgust,31
i feel really disappointed and sad and have no idea how im going to go about sorting this,sadness,18
i have a feeling they are going to be very popular,joy,11
i feel scared when i see you talking to other girls or i feel angry i dont have the money to pay for this right now allows you to get to the core issue and often helps him or her to understand your feelings without arguing about it,fear,48
i feel inspired to create a blog as a journey of my new walk with god,joy,16
i feel really greedy for asking again but are you working on uploading any of the s stuff you have involving abdul qadir,neutral,23
ive been weighing myself frequently and feeling quite discouraged,anger,9
i feel easily angered frustrated and offended,anger,7
i have found it difficult to concentrate on anything not just blogging i know its all perfectly normal but i hate the feeling of not being organised or productive,disgust,29
Going through functional depression. Ensuring that my work and studies don't get hampered. Trying hard to contain my feelings.,neutral,19
"Had a blast playin' that game with the squad. Yeah, I got into it, but mostly just had a great time and it was all good. 😊",joy,27
i feel like everyone thinks im being bitchy or whatever,disgust,10
i try to rationalise it all the reason why my beloved volunteer work causes me to feel anxiety when i need to work on it is just that it is too beloved to me,fear,34
i tended to try pleasing others and do things out of being afraid they might feel rejected,sadness,17
i have a feeling my anxiety and irritable bowel will calm down,fear,12
i turned to sandy feeling utterly humiliated,sadness,7
The bathroom in that gas station was beyond filthy. Couldn't even go in. 😡,disgust,14
